Index,Author,Title,Keyword,DOI,Venue,Year,CommunityOfFocus-BVI,CommunityOfFocus-DHH,CommunityOfFocus-IDD,CommunityOfFocus-MotorPhysical,CommunityOfFocus-Autism,CommunityOfFocus-Cognitive,CommunityOfFocus-OlderAdult,CommunityOfFocus-GeneralDisability,CommunityOfFocus-Other,IssueAddressed-IncreaseDigitalAccess,IssueAddressed-IncreasePhysicalAccess,IssueAddressed-IncreaseIndependence,IssueAddressed-IncreaseUnderstandingOfUsers,IssueAddressed-HelpWithPersonalInformaticsBehaviorChange,IssueAddressed-SupportCommunication,IssueAddressed-Other,ContributionType-Empirical,ContributionType-Artifact,ContributionType-Methodological,ContributionType-Theoretical,ContributionType-Dataset,ContributionType-SurveyContribution,StudyMethod-ControlledExperiment,StudyMethod-SurveyMethod,StudyMethod-UsabilityTesting,StudyMethod-Interviews,StudyMethod-CaseStudy,StudyMethod-FocusGroups,StudyMethod-FieldStudy,StudyMethod-WorkshopDesign,StudyMethod-Other,ParticipantGroup-OlderAdult,ParticipantGroup-PeopleWithDisability,ParticipantGroup-PeopleWithoutDisability,ParticipantGroup-TherapistsSpecialists,ParticipantGroup-Caregivers,ParticipantGroup-Other,ParticipantGroup-Other-Notes,ParticipantGroup-Other-Crowdworker,ParticipantGroup-NoUserStudy,StudyLocation-NearAtLab,StudyLocation-ParticipantsHomeOrFreqLoc,StudyLocation-NeutralLocation,StudyLocation-Unclear,StudyLocation-OnlineRemotely,StudyLocation-Other,StudyLocation-NoUserStudy,ParticipatoryDesign-Yes,ParticipatoryDesign-No,ComparesOnDisability-Yes,ComparesOnDisability-No,UsesProxies-Yes,UsesProxies-No,Total num Participants,NumParticipants-Group1-Count,NumParticipants-Group1-Population,NumParticipants-Group2-Count,NumParticipants-Group2-Population,NumParticipants-Group3-Count,NumParticipants-Group3-Population,NumParticipants-Group4-Count,NumParticipants-Group4-Population,NumParticipants-Group5-Count,NumParticipants-Group5-Population
309,"Jeffrey Bigham, Jeremy Brudvik, Bernie Zhang",Accessibility by demonstration enabling end users to guide developers to web accessibility solutions,"blind users, evaluation, web accessibility, web usability",10.1145/1878803.1878812,ASSETS,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,15,15,NonDisabled,0,0,0,0,0,0,0,0
310,"David Flatla, Alan Andrade, Ross Teviotdale, Dylan Knowles, Craig Stewart",ColourID Improving Colour Identification for People with Impaired Colour Vision,"colour identification, colour namers, colour vision deficiency, colourblindness, impaired colour vision",10.1145/2702123.2702578,CHI,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,22,11,Other-CVD,11,NonDisabled,0,0,0,0,0,0
311,"Martez Mott, Jacob Wobbrock",Cluster Touch Improving Touch Accuracy on Smartphones for People with Motor and Situational Impairments,"ability-based design, accessibility, motor impairments, situational impairments, smartphones, touch input, touch modeling",10.1145/3290605.3300257,CHI,2019,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,36,16,Motor/Physical,20,NonDisabled,0,0,0,0,0,0
312,"Larwan Berke, Christopher Caulfield, Matt Huenerfauth",Deaf and Hard-of-Hearing Perspectives on Imperfect Automatic Speech Recognition for Captioning One-on-One Meetings  ,"automatic speech recognition, communication, deaf and hard of hearing, feedback, real-time captions, user study",10.1145/3132525.3132541,ASSETS,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,128,128,DHH,0,0,0,0,0,0,0,0
313,"John Richards, Kyle Montague, Vicki Hanson",Web accessibility as a side effect  ,web accessibility,10.1145/2384916.2384931,ASSETS,2012,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
314,"Yu Zhong, Walter Lasecki, Erin Brady, Jeffrey Bigham",RegionSpeak Quick Comprehensive Spatial Descriptions of Complex Images for Blind Users,"accessibility, crowdsourcing, stitching, visual questions",10.1145/2702123.2702437,CHI,2015,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,25,10,BVI,15,Crowdworkers,0,0,0,0,0,0
315,"Lourdes Morales-Villaverde, Karina Caro, Taylor Gotfrid, Sri Kurniawan",Online Learning System to Help People with Developmental Disabilities Reinforce Basic Skills  ,"basic skills, developmental disability, ipad, online learning, web application",10.1145/2982142.2982174,ASSETS,2016,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,40,25,IDD,15,NonDisabled,unclear,Specialists,unclear,Caregivers,0,0
316,"Syed Billah, Vikas Ashok, Donald Porter, I.V. Ramakrishnan",Ubiquitous Accessibility for People with Visual Impairments Are We There Yet?,"mobile computing, multiple screen readers, remote access, ubiquitous accessibility, visually impaired users",10.1145/3025453.3025731,CHI,2017,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,21,21,BVI,0,0,0,0,0,0,0,0
317,"Joana Lobo, Soichiro Matsuda, Izumi Futamata, Ryoichi Sakuta, Kenji Suzuki",CHIMELIGHT: Augmenting Instruments in Interactive Music Therapy for Children with Neurodevelopmental Disorders  ,"assistive technology, interactive therapy, iot, music therapy, neurodevelopmental disorders, social playware, socio-communicative behaviors",10.1145/3308561.3353784,ASSETS,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,13,9,Other-Disabled,4,Therapists,0,0,0,0,0,0
318,"Patrick Carrington, Amy Hurst, Shaun Kane",Wearables and chairables inclusive design of mobile input and output techniques for power wheelchair users,"accessibility, input, mobile computing, natural user interface, output, participatory design, power wheelchair, wearable computers",10.1145/2556288.2557237,CHI,2014,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,43,13,Motor/Physical,30,Specialists,0,0,0,0,0,0
319,"Florian Güldenpfennig, Peter Mayer, Paul Panek, Geraldine Fitzpatrick",An Autonomy-Perspective on the Design of Assistive Technology Experiences of People with Multiple Sclerosis  ,"active and assisted living, ambient assisted living, autonomy, grounded theory, multiple sclerosis, robotic toilet",10.1145/3290605.3300357,CHI,2019,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,15,15,Motor/Physical,0,0,0,0,0,0,0,0
320,"Alexander Fiannaca, Ann Paradiso, Jon Campbell, Meredith Morris",Voicesetting Voice Authoring UIs for Improved Expressivity in Augmentative Communication,"aac, als, amyotrophic lateral sclerosis, tts",10.1145/3173574.3173857,CHI,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,51,40,NonDisabled,11,Motor/Physical,0,0,0,0,0,0
321,"Leah Findlater, Karyn Moffatt, Jon Froehlich, Meethu Malu, Joan Zhang",Comparing Touchscreen and Mouse Input Performance by People With and Without Upper Body Motor Impairments  ,"accessibility, human performance, input devices, motor impairments, mouse, touchscreen",10.1145/3025453.3025603,CHI,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,32,16,Motor/Physical,16,NonDisabled,0,0,0,0,0,0
322,"Meg Cramer, Sen Hirano, Monica Tentori, Michael Yeganyan, Gillian Hayes",Classroom-based assistive technology collective use of interactive visual schedules by students with autism,"assistive technology, autism, visual schedules",10.1145/1978942.1978944,CHI,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,26,10,Teachers,16,Autism,0,0,0,0,0,0
323,"Michael Crabb, Michael Heron, Rhianne Jones, Mike Armstrong, Hayley Reid, Amy Wilson",Developing Accessible Services Understanding Current Knowledge and Areas for Future Support,"accessibility, digital accessibility, web accessibility",10.1145/3290605.3300446,CHI,2019,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,develop & tech students ,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,197,197,Other,0,0,0,0,0,0,0,0
324,"Emma Murphy, Enda Bates, Dónal Fitzpatrick",Designing auditory cues to enhance spoken mathematics for visually impaired users  ,"accessibility, design methods for user interfaces, mathematics, non-speech sound, spearcons, visually impaired users",10.1145/1878803.1878819,ASSETS,2010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,56,35,NonDisabled,21,BVI,0,0,0,0,0,0
325,"Matthew Seita, Khaled Albusays, Sushant Kafle, Michael Stinson, Matt Huenerfauth",Behavioral Changes in Speakers who are Automatically Captioned in Meetings with Deaf or Hard-of-Hearing Peers  ,"accessibility, automatic speech recognition, communication, deaf and hard of hearing, speaking behavior",10.1145/3234695.3236355,ASSETS,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,21,12,NonDisabled,9,DHH,0,0,0,0,0,0
326,"Syed Masum Billah, Yu-Jung Ko, Vikas Ashok, Xiaojun Bi, IV Ramakrishnan",Accessible Gesture Typing for Non-Visual Text Entry on Smartphones  ,"accessible text entry, blind, gesture-typing, non-visual",10.1145/3290605.3300606,CHI,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,20,20,BVI,0,0,0,0,0,0,0,0
327,"Jérémy Albouys-Perrois, Jérémy Laviole, Carine Briant, Anke Brock",Towards a Multisensory Augmented Reality Map for Blind and Low Vision People a Participatory Design Approach,"accessibility, augmented reality, geographic maps, participatory design, visual impairment",10.1145/3173574.3174203,CHI,2018,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,41,15,BVI,22,Teachers,4,Specialists,0,0,0,0
328,"Loïc Caroux, Charles Consel, Lucile Dupuy, Hélène Sauzéon","Verification of daily activities of older adults a simple, non-intrusive, low-cost approach","activities of daily living, activity recognition, older adults, pervasive computing, routines, sensors, signal detection theory, verification",10.1145/2661334.2661360,ASSETS,2014,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,4,Older Adult NonDisabled,0,0,0,0,0,0,0,0
329,"Fabio Ballati, Fulvio Corno, Luigi De Russis",Assessing Virtual Assistant Capabilities with Italian Dysarthric Speech  ,"accessibility, automatic speech recognition, conversational assistant, dysarthria, speech impairment",10.1145/3234695.3236354,ASSETS,2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,8,8,Motor/Physical,0,0,0,0,0,0,0,0
330,"Alex Ahmed, Matthew Goodwin",Automated Detection of Facial Expressions during Computer-Assisted Instruction in Individuals on the Autism Spectrum  ,"computer vision, education/learning, emotion/affective computing, individuals with disabilities & assistive technologies, quantitative methods",10.1145/3025453.3025472,CHI,2017,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,7,7,Autism,0,0,0,0,0,0,0,0
331,"Tabby Davies, Simon Jones, Ryan Kelly",Patient Perspectives on Self-Management Technologies for Chronic Fatigue Syndrome  ,"chronic fatigue syndrome, myalgic encephalomyelitis, self-management, self-tracking",10.1145/3290605.3300452,CHI,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,People with CFS,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,115,63,Other,52,Unclear,0,0,0,0,0,0
332,"Xiang Zhi Tan, Elizabeth Carter, Samantha Reig, Aaron Steinfeld",Go That Way Exploring Supplementary Physical Movements by a Stationary Robot When Providing Navigation Instructions,"assistive robots, blindness, human-robot interaction, navigation instructions",10.1145/3308561.3353805,ASSETS,2019,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,12,12,BVI,0,0,0,0,0,0,0,0
333,"Syed Masum Billah, Vikas Ashok, Donald Porter, IV Ramakrishnan",Speed-Dial A Surrogate Mouse for Non-Visual Web Browsing,"microsoft surface dial, screen reader, semantic web browsing, tactile exploration, tactile interaction, visual impairment",10.1145/3132525.3132531,ASSETS,2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,12,12,BVI,0,0,0,0,0,0,0,0
334,"Uran Oh, Shaun Kane, Leah Findlater",Follow that sound using sonification and corrective verbal feedback to teach touchscreen gestures,"blindness, gestures, sonification, touchscreen, visual impairments",10.1145/2513383.2513455,ASSETS,2013,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,18,12,NonDisabled,6,BVI,0,0,0,0,0,0
335,"Sedeeq Al-khazraji, Larwan Berke, Sushant Kafle, Peter Yeung, Matt Huenerfauth",Modeling the Speed and Timing of American Sign Language to Generate Realistic Animations  ,"ASL, American sign language, animation, modeling, pauses, prosodic breaks, timing",10.1145/3234695.3236356,ASSETS,2018,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,8,8,DHH,0,0,0,0,0,0,0,0
336,"Caio Monteiro, Ricardo Gutierrez-Osuna, Frank Shipman",Design and evaluation of classifier for identifying sign language videos in video sharing sites  ,"asl, metadata extraction, sign language, video analysis, video sharing",10.1145/2384916.2384950,ASSETS,2012,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
337,"André Rodrigues, André Santos, Kyle Montague, Tiago Guerreiro",Improving Smartphone Accessibility with Personalizable Static Overlays  ,"accessibility, blind, personalizable interface, smartphone",10.1145/3132525.3132558,ASSETS,2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,9,9,BVI,0,0,0,0,0,0,0,0
338,"Tony Morelli, John Foley, Eelke Folmer",Vi-bowling a tactile spatial exergame for individuals with visual impairments,"exergames, haptics, health, visual impairments",10.1145/1878803.1878836,ASSETS,2010,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,6,6,BVI,0,0,0,0,0,0,0,0
339,"Jeffrey Bigham, Richard Ladner, Yevgen Borodin",The design of human-powered access technology  ,"access technology, crowdsourcing, human computation",10.1145/2049536.2049540,ASSETS,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
340,"Hugo Nicolau, André Rodrigues, André Santos, Tiago Guerreiro, Kyle Montague, João Guerreiro",The Design Space of Nonvisual Word Completion  ,"blind, design space, mobile, screen reader, text entry, touchscreen, word completion, word prediction",10.1145/3308561.3353786,ASSETS,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,11,11,BVI,0,0,0,0,0,0,0,0
341,"Megan Campbell, Cynthia Bennett, Caitlin Bonnar, Alan Borning",Where's my bus stop? supporting independence of blind transit riders with StopInfo,"accessible transit stops, community-sourcing, crowdsourcing, public transit, tools for blind and low vision riders",10.1145/2661334.2661378,ASSETS,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,6,6,BVI,0,0,0,0,0,0,0,0
342,"Roy Shilkrot, Jochen Huber, Wong Meng Ee, Pattie Maes, Suranga Nanayakkara",FingerReader A Wearable Device to Explore Printed Text on the Go,"assistive technology, text reading, wearable interface",10.1145/2702123.2702421,CHI,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,14,14,BVI,0,0,0,0,0,0,0,0
343,"Daisuke Sato, Masatomo Kobayashi, Hironobu Takagi, Chieko Asakawa, Jiro Tanaka",How voice augmentation supports elderly web users  ,"older adults, voice-based augmentation, web accessibility",10.1145/2049536.2049565,ASSETS,2011,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,15,10,Older Adult NonDisabled,5,NonDisabled,0,0,0,0,0,0
344,"Hanlin Li, Disha Bora, Sagar Salvi, Erin Brady",Slacktivists or Activists? Identity Work in the Virtual Disability March,"accessibility, activism, identity theory, social media",10.1145/3173574.3173799,CHI,2018,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,18,18,General DA,0,0,0,0,0,0,0,0
345,"Giorgio Presti, Dragan Ahmetovic, Mattia Ducci, Cristian Bernareggi, Luca Ludovico, Adriano Baratè, Federico Avanzini, Sergio Mascetti",WatchOut Obstacle Sonification for People with Visual Impairment or Blindness,"navigation assistive technologies, obstacle avoidance, sonification, visual impairment",10.1145/3308561.3353779,ASSETS,2019,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,44,44,BVI,0,0,0,0,0,0,0,0
346,"Elizabeth Carter, Jennifer Hyde",Designing Autism Research for Maximum Impact  ,"asd, autism, methodology, user studies",10.1145/2702123.2702471,CHI,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
347,"Aliaksei Miniukovich, Michele Scaltritti, Simone Sulpizio, Antonella De Angeli",Guideline-Based Evaluation of Web Readability  ,"accessibility, design guidelines, user experience, wcag 2.1, web design",10.1145/3290605.3300738,CHI,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"35 experts (27 male, mage = 32.46 years, sd = 9.96, from 19 to 61), 13 of which were practitioners, eleven academics and eleven students. The sample included both beginners and true experts in Web design (m = 3.37, sd = 1.0, on a 1-5 scale), and dyslexia and reading",0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,114,39,Cognitive,40,NonDisabled,35,Other,0,0,0,0
348,"Shari Trewin, Diogo Marques, Tiago Guerreiro",Usage of Subjective Scales in Accessibility Research  ,"accessibility, likert, response bias",10.1145/2700648.2809867,ASSETS,2015,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,32,16,BVI,16,NonDisabled,0,0,0,0,0,0
349,"Walter Lasecki, Phyo Thiha, Yu Zhong, Erin Brady, Jeffrey Bigham",Answering visual questions with conversational crowd assistants  ,"assistive technology, crowdsourcing, human computation",10.1145/2513383.2517033,ASSETS,2013,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,50,16,BVI,34,Crowdworkers,0,0,0,0,0,0
350,"Jingyi Li, Son Kim, Joshua Miele, Maneesh Agrawala, Sean Follmer",Editing Spatial Layouts through Tactile Templates for People with Visual Impairments  ,"accessibility, accessible design tools, accessible web design, blindness, layout design, multimodal interfaces, tactile overlays, templates, visual impairments",10.1145/3290605.3300436,CHI,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,10,10,BVI,0,0,0,0,0,0,0,0
351,"Foad Hamidi, Kellie Poneres, Aaron Massey, Amy Hurst",Who Should Have Access to my Pointing Data? Privacy Tradeoffs of Adaptive Assistive Technologies,"adaptive systems, assistive technology, essential tremors, older adults, pointing, privacy, threat modeling",10.1145/3234695.3239331,ASSETS,2018,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,8,8,Older Adult Disabled,0,0,0,0,0,0,0,0
352,"Maria Wolters, Vicki Hanson, Johanna Moore",Leveraging large data sets for user requirements analysis  ,"hearing, inclusive design, requirements capture, spoken dialogue systems, telecare",10.1145/2049536.2049550,ASSETS,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
353,"Janine Butler, Brian Trager, Byron Behm",Exploration of Automatic Speech Recognition for Deaf and Hard of Hearing Students in Higher Education Classes  ,"automatic speech recognition, deaf and hard of hearing, feedback, real-time captions",10.1145/3308561.3353772,ASSETS,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,26,26,DHH,0,0,0,0,0,0,0,0
354,"Corten Singer, Björn Hartmann",See-Thru: Towards Minimally Obstructive Eye-Controlled Wheelchair Interfaces  ,"eye gaze, eye tracking, field of view (fov), gaze control, navigation, power wheelchair, user interfaces",10.1145/3308561.3353802,ASSETS,2019,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,7,7,Motor/Physical,0,0,0,0,0,0,0,0
355,Kotaro Hara and Vicki Le and Jon Froehlich,Combining crowdsourcing and google street view to identify street-level accessibility problems  ,"accessible urban navigation, crowdsourcing accessibility, google street view, image labeling, mechanical turk",10.1145/2470654.2470744,CHI,2013,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,research team members and crowdworkers,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,408,3,Other,402,Crowdworkers,3,Motor/Physical,0,0,0,0
356,Shaun K. Kane and Brian Frey and Jacob O. Wobbrock,Access lens a gesture-based screen reader for real-world documents,"accessibility, augmented reality, blindness, computer vision, gestures",10.1145/2470654.2470704,CHI,2013,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,5,5,BVI,0,0,0,0,0,0,0,0
357,"Ali Abdolrahmani, Ravi Kuber, Stacy Branham","""Siri Talks at You"" An Empirical Investigation of Voice-Activated Personal Assistant (VAPA) Usage by Individuals Who Are Blind","blind individuals, non-visual interaction, usability challenges, vapa, voice activated personal assistant",10.1145/3234695.3236344,ASSETS,2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,14,14,BVI,0,0,0,0,0,0,0,0
358,"Mike Wu, Ronald Baecker, Brian Richards",Field evaluation of a collaborative memory aid for persons with amnesia and their family members  ,"amnesia, collaboration, design, family, memory aid, user study",10.1145/1878803.1878815,ASSETS,2010,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,26,13,Caregivers,3,Specialists,10,Cognitive,0,0,0,0
